# X-coordinate(cm) Y-coordinate(cm) Count
66.5137 7.33334 6998
97.6906 14.3333 2497
95.9573 2.32494 4027
37.9366 16.8303 6016
77.1947 5.16667 7749
77.772 1.83333 4914
40.8185 3.1745 8284
37.3575 4.16667 7260
50.9252 11.3333 8000
35.3368 11.3333 6250
65.359 8.66667 7497
41.1103 15.3331 10496
37.6462 8.33333 8498
23.7898 15.6667 5490
75.7513 11.6667 5997
86.1453 13.6688 3254
36.2028 12.1667 7247
10.7994 9.16667 4999
15.4182 8.16667 5748
58.4308 7.66667 4997
72.8645 13.3333 6748
10.222 8.83333 4748
23.2132 15.3344 6713
29.2746 11.8333 6000
7.33683 16.8324 3754
56.1214 13.6667 7996
37.6462 3.33333 6288
59.2968 5.16667 8990
35.9141 6.66667 8496
52.946 11.8333 5998
28.1199 7.83334 6498
8.20492 17.663 3842
21.1714 1.43956 6061
35.0481 3.16667 7685
36.7801 11.8333 8248
48.3272 7.16667 6250
52.3686 10.8333 8248
50.9252 4.66667 7749
46.3064 10.3333 7250
70.2665 16.8333 7010
33.3159 14.8337 7747
9.93347 5.66657 3999
34.7594 11.3333 5747
41.0939 2.62694 6474
39.3782 15.3333 7751
50.3479 10.6667 7497
27.8312 6.6667 4999
34.4707 6.83333 6999
40.533 15.6665 8000
33.8932 15.167 7750
17.1503 6.83364 6498
35.3368 6.33333 7747
40.8205 3.83543 7200
40.8216 13.8333 4500
39.3782 6.66667 7246
89.319 11.8333 6247
94.5152 14.8333 2750
39.9556 13.3333 6250
56.1627 19.7166 7314
77.4833 4.66667 5249
98.5566 8.16667 2999
16.2845 5.66741 4499
42.5536 12.8333 5750
39.9556 6.33333 5997
55.2554 11.1667 8000
40.2442 10.8333 6996
68.8487 1.70669 6520
34.4707 13.1667 6249
33.6042 16.6693 5485
61.8978 16.3419 7821
48.9045 10.8333 8247
74.3079 8.16667 7497
50.0592 8.16667 4997
82.3556 16.7384 4231
96.5346 17.3417 3021
60.4515 11.1667 6500
99.134 13.8333 2246
44.863 8.16667 9747
24.9445 11.3333 6999
63.6383 1.67757 5900
85.7406 17.3856 6064
84.12 14.8332 3699
21.4804 5.66761 5746
41.9763 5.16685 6997
52.3581 15.8128 5697
48.3272 11.1667 5249
37.6462 14.3333 4500
98.2704 2.33716 3473
52.3686 13.1667 8500
94.2265 5.66667 3247
55.2554 8.16667 8000
50.6366 9.16667 6747
74.5966 14.3333 5998
40.8216 6.83333 6249
68.5344 3.83333 6747
24.0784 8.16667 6250
64.7816 7.66668 7997
51.7902 15.1649 4561
72.8645 7.33333 7496
45.4404 13.1667 8749
70.2665 4.83333 4987
55.8293 19.1397 7569
34.4707 6.16667 5499
57.5648 12.1667 7000
53.7964 15.3317 7012
8.20129 16.332 4502
50.3479 13.3333 8249
24.3671 7.33333 8249
71.9985 11.8333 8248
29.852 7.16668 3498
33.6041 17.3361 5366
99.7128 2.16913 2667
95.0925 8.83333 6749
89.319 11.1667 7497
79.5041 8.83333 6497
65.9363 10.6667 7749
57.2761 10.6667 7500
78.9259 15.1667 5749
59.0081 8.66667 7000
38.2235 14.6667 6500
33.0274 8.66667 7750
40.8216 6.16667 7500
21.769 15.1665 5994
38.2235 8.66667 8248
50.9252 5.33333 5997
81.2371 14.8317 4323
71.1325 16.6667 7256
73.4419 11.3333 9500
90.185 12.6667 5248
64.7819 4.33373 8748
59.5855 12.6667 6999
83.2377 16.6283 4399
96.2472 6.16667 5000
83.8292 2.34198 5674
96.8245 3.8331 2999
39.9556 12.6667 7000
31.0067 4.83351 5500
65.6452 2.83162 7255
98.5566 7.83333 2248
28.6972 8.16668 9248
91.6284 5.16667 3249
80.0814 6.83333 7246
28.9859 13.6667 6996
43.997 10.6667 7749
64.4931 3.16695 7803
20.8337 0.862679 7148
80.0814 9.16667 4249
66.225 5.83337 7499
8.77164 17.3199 4433
15.4182 7.16667 2999
35.9141 8.66667 5999
7.62393 16.6653 4250
20.3256 6.66697 5247
11.9541 8.83333 2497
16.2844 6.33378 4747
39.3782 13.6667 6747
41.6866 3.33836 4349
12.5314 9.16667 4749
81.5248 12.3333 4748
58.1421 11.8333 6749
31.584 5.16672 5498
24.3671 11.3333 6749
20.6143 15.1665 5256
76.0406 17.1655 4982
50.9252 10.6667 7497
40.2442 14.1667 5499
96.8246 15.1667 3996
17.7271 16.1676 4498
40.2442 13.1667 6247
85.1225 18.0091 5359
38.2235 8.33333 10497
62.1894 17.1838 6562
57.5648 10.8333 8000
56.4198 2.83367 8473
95.9585 12.6667 1499
17.1497 15.8344 6241
51.2139 8.83333 7749
66.225 3.83337 5986
29.2746 12.8333 4998
21.4804 6.33349 7250
24.3671 11.6667 6749
61.0289 5.83333 6000
36.4915 8.33333 6500
6.47127 16.6632 4501
54.9667 7.33333 5746
24.9445 10.6667 5749
32.7385 15.167 6490
91.3397 12.3333 3999
73.149 16.8261 8317
62.7609 9.16667 4497
63.3383 6.83348 5499
67.3797 13.1667 5750
80.9474 10.3333 3748
9.35893 3.66986 5467
30.4293 6.16667 5498
18.5899 17.3146 5645
31.8737 2.6676 6980
87.587 3.83333 4212
29.852 5.83349 8250
70.5551 6.66667 6748
41.9763 11.8333 8749
99.7113 12.8333 2831
70.5551 5.33333 6496
51.4991 16.3291 7698
63.3507 3.84788 6141
45.7291 6.66667 8248
80.0814 7.83333 8748
38.2235 9.33333 6497
32.4504 3.66658 8000
86.1436 12.6667 3496
99.7113 14.1667 3580
98.8453 10.6667 2246
64.2043 10.6667 6747
90.7624 7.33333 3499
89.8964 4.83333 3498
77.772 12.8333 6249
78.0607 8.66667 4999
69.1118 7.83333 4749
62.2132 3.87768 6429
96.2472 17.1667 1982
82.9686 14.8325 4006
72.8645 12.6667 5999
70.2665 17.1667 5915
80.6588 8.16667 5746
47.4611 7.33333 8250
71.9985 13.1667 6248
56.4101 8.16667 9246
37.6462 9.66667 6746
77.1925 2.83311 4738
91.3464 17.3297 4491
79.7927 11.3333 4249
30.718 10.3333 7746
18.0159 16.6675 3146
67.091 7.66667 7747
95.9585 14.6667 3498
93.0723 16.3292 3270
41.1103 11.3333 8749
58.4309 4.66694 9261
61.3175 11.6667 6497
54.9637 15.3233 6908
84.8335 19.715 4379
72.8645 14.3333 6250
9.93448 4.33126 6015
49.7705 14.6667 8250
63.6269 11.6667 5998
84.1669 19.715 4264
97.6906 14.6667 3749
53.5233 8.16667 5998
9.35648 4.66719 5246
27.539 16.1672 5946
96.5359 14.6667 3748
95.3812 6.33333 5000
90.4768 2.17196 2430
78.0607 9.33333 7247
40.5329 11.6667 8496
34.1821 10.3333 5497
48.0385 9.66667 8999
80.3701 6.66667 5247
38.2237 15.6664 6747
33.0274 13.6666 7497
27.539 16.8339 4251
58.7142 3.83437 7976
33.0274 14.3333 8497
91.049 16.8297 4237
83.5454 13.8334 4999
90.4737 5.16667 5248
31.8735 3.66804 7244
92.2058 14.1667 4497
64.2043 13.3333 7999
47.4611 14.6667 7000
52.655 14.6646 5778
94.8038 15.3333 2998
75.7513 10.3333 2498
99.7113 7.16667 3747
90.185 10.6667 5247
55.5411 15.6566 9358
83.8342 11.3333 4748
44.863 4.83338 8247
87.587 6.16667 6749
97.6906 4.33329 2748
80.3701 7.33333 6249
71.7098 8.33333 5246
46.8837 4.66672 9750
68.2457 12.3333 5997
67.6684 15.6666 5248
97.4015 2.8303 1991
91.3397 6.33333 4748
72.8651 4.33237 4744
56.6623 16.3144 6755
10.222 6.16667 4999
95.3812 17.3333 2507
67.9571 14.8333 6249
31.8737 3.33427 8253
96.8218 2.14849 3023
74.8853 10.8333 6746
80.9475 12.6666 4247
64.2043 11.3333 5999
58.4308 9.66667 6998
64.493 14.1667 7750
49.7705 6.33333 7747
45.4404 3.83338 8025
62.1836 8.83333 4747
90.185 11.3333 5748
59.0081 9.33333 7499
77.772 12.1667 5747
76.6173 7.16667 4497
97.6914 17.6675 4654
93.0701 3.33621 5461
43.7037 16.834 7224
91.3397 13.3333 4748
60.1628 10.3333 8999
48.6158 9.33333 6248
91.0511 4.83333 5748
43.1264 17.1673 5544
79.5041 12.8333 4247
64.7816 8.33334 7248
89.319 8.16667 3997
72.8645 6.66667 9249
50.3479 6.66667 8000
86.7209 5.66667 4247
76.3286 6.66667 5750
78.638 10.6667 5998
82.6795 6.33333 4747
64.4812 17.1408 7264
92.4846 2.68373 2911
50.0592 7.16667 6746
37.9353 16.1658 8258
97.9793 10.8333 2747
49.1932 11.6667 7246
46.8837 5.33339 7751
57.8536 3.66694 7765
97.4019 9.83333 3498
59.5855 10.6667 7249
74.3079 11.1667 7996
46.3064 5.66672 6497
58.4308 6.33333 6249
50.6366 6.83333 6999
65.359 15.3328 7004
39.3766 17.3258 4481
67.091 9.66667 7747
63.6269 13.6667 8246
59.0081 6.66667 6750
57.2397 16.6478 7759
55.2554 5.83333 7996
50.3479 11.6667 7997
71.4212 12.8333 5496
69.6891 6.83333 6496
89.319 6.83333 4750
80.9474 5.33333 4246
89.6077 11.6667 5998
70.558 2.3278 4153
48.0385 14.3333 7000
62.7609 10.8333 7748
44.863 4.16671 7747
55.8327 6.16667 7500
57.1823 17.3514 7796
79.2154 10.3333 4746
90.7624 6.66667 3499
72.2872 6.33333 8000
97.9792 16.8336 1997
69.9778 6.33333 7747
99.7113 4.16667 4832
78.0607 5.66667 6747
83.2568 6.66667 5246
88.453 6.66667 4998
98.8453 12.6667 3996
50.3479 12.6667 5000
58.7158 3.17044 8143
83.5456 13.1667 4993
52.3563 2.85723 6362
47.1725 5.83333 5000
74.8853 11.8333 6746
86.1436 5.33333 4747
88.7417 10.8333 4996
91.9171 9.33333 2498
99.7113 14.8333 2499
82.6795 11.3333 5248
88.7417 12.1667 4749
71.7098 14.6667 7250
80.9474 7.66667 4497
79.7927 10.6667 4497
75.4626 11.1667 4997
91.0511 4.16667 4749
97.6902 17.3361 2701
85.5666 12.3338 5991
80.0814 11.8333 5497
93.0716 4.66692 4498
65.0703 13.8333 5996
63.627 6.66673 7500
10.7994 6.83334 4997
39.9556 17.3331 6548
75.4626 12.8333 6248
91.3397 9.66667 1747
46.593 3.17029 7685
62.761 7.16681 6747
61.8949 11.3333 7747
50.9218 16.6624 5993
78.0607 6.33333 6246
93.6491 13.3333 5998
67.091 4.33335 5236
99.134 13.1667 3665
48.0385 6.66667 5997
82.6795 12.6666 6998
62.1836 8.16667 6000
51.7899 3.1679 6796
76.6174 4.16688 6494
58.4328 3.3369 6560
46.5951 6.16667 6500
72.2872 15.6667 5748
61.8949 13.6667 7997
76.6173 5.83333 5496
72.8645 8.33333 6746
65.9364 15.6662 5502
75.174 4.33352 4998
65.9363 7.66667 8500
64.2043 12.6667 6747
65.0703 13.1667 7497
87.2983 7.66667 6249
80.3701 5.66667 5746
87.0096 4.16667 4250
63.9156 13.8333 7996
50.9218 17.3291 4595
58.7195 14.8333 4496
69.9807 2.66113 4764
59.2913 4.16715 8858
66.2229 17.1573 6826
70.558 3.66113 7220
69.6891 8.16667 4746
89.0409 2.68498 3207
94.8038 6.66667 3746
93.9378 14.1667 2746
49.7705 11.3333 9996
93.649 4.33359 3999
47.1723 4.16699 5996
49.1932 12.6667 9500
97.9793 10.1667 2499
66.5137 9.33333 8248
76.3286 15.6666 5499
71.7098 15.3333 8249
69.9807 3.3278 5758
46.5946 3.8342 7249
76.0399 16.8333 4259
60.7402 13.6667 8250
77.1947 6.16667 8750
77.1948 3.83355 4994
90.1854 17.3302 4190
62.7609 11.8333 5248
89.0303 3.66667 3755
48.6158 6.33333 6500
63.0496 13.3333 7747
45.7291 5.66667 7998
61.0289 12.8333 7998
48.0385 5.33333 7996
75.7527 3.33576 6521
64.2045 5.66696 7995
66.5136 16.3309 8050
95.0925 8.16667 3999
87.8756 11.3333 4999
63.3383 12.8333 5747
70.2665 7.83333 6748
59.8742 14.8333 8496
62.7616 5.83461 6500
62.4722 13.3333 6747
59.8742 16.1667 5500
62.4722 12.6667 5746
77.4833 6.66667 4746
77.4826 16.6677 4702
65.6477 8.83333 7499
68.5344 15.1667 5997
39.0897 16.1662 7996
86.4323 3.83333 3750
86.4323 2.83333 5738
45.7291 6.33333 5497
69.1118 5.83333 8249
72.2878 4.6657 5750
69.9778 5.66667 8999
67.0918 16.6646 7024
57.5648 5.16667 7248
90.185 4.33333 4251
64.2043 6.33344 8000
59.8742 14.1667 9498
56.9874 4.83333 6247
62.4722 11.6667 8497
71.1325 6.33333 4747
61.8949 12.3333 4997
92.7831 13.8333 5250
49.7705 12.3333 7249
76.6186 17.1644 3993
72.2872 8.66667 6246
59.2848 2.83582 8440
89.6077 4.66667 4249
82.9682 12.8334 3496
93.6491 11.6667 6500
89.0303 4.33333 3748
81.5248 11.6667 5497
63.3383 12.1667 3746
86.4323 3.16667 5210
86.1436 10.3333 4748
84.4116 10.3333 5498
38.5124 15.8329 7501
76.0378 2.16644 5482
75.7513 15.3333 6498
62.7609 13.1667 7248
82.1022 12.3333 4498
93.3605 13.8333 3748
48.3272 7.83333 5996
39.9538 17.6597 5553
87.587 2.83333 3362
71.7173 3.65413 6775
94.8038 16.6667 3012
61.8952 6.33382 5247
57.8536 4.33361 7250
95.3812 16.3333 3000
68.8231 10.3333 7746
85.855 11.1667 5999
46.5932 2.83663 7279
60.1628 13.3333 7496
77.1947 6.83333 4999
87.8756 7.33333 6997
86.3976 2.07893 6068
75.174 3.66685 5512
83.2569 12.3334 9499
48.9045 8.16667 5746
81.8136 13.1665 5248
57.8534 15.3333 5996
89.0312 3.33474 2506
92.7831 13.1667 5998
92.2058 5.83333 3747
80.9474 11.3333 5499
48.6158 5.66667 5996
47.1725 7.16667 7496
66.225 9.16667 7248
71.7104 4.33237 7756
71.9985 17.1667 6427
45.729 5.33339 5497
46.5951 6.83333 6996
86.4323 6.83333 5497
98.8453 13.3333 2247
70.8438 17.1667 6897
46.5279 2.0824 7505
93.6487 3.66736 4677
88.453 7.66667 5499
88.7422 14.1658 3249
94.2265 6.66667 3249
86.4323 6.16667 6499
97.6905 3.66616 3249
62.4723 7.33339 5498
47.7496 3.83365 7174
85.855 11.8335 6496
92.7831 6.16667 2748
95.3812 15.6667 3248
62.4724 6.66701 7249
71.4212 16.8333 6858
75.7513 6.33333 5496
67.665 3.32264 5362
77.1949 16.8343 5516
93.9378 12.1667 4496
70.2665 7.16667 7996
96.8245 16.8336 2991
81.2362 12.8332 6498
94.5246 17.8165 2748
94.5152 2.83333 3102
67.091 5.66668 6247
94.5152 11.8333 4246
83.2568 11.6667 7497
66.5137 5.33337 5499
60.7402 14.3333 7749
93.0718 13.6667 5998
89.6085 3.66808 4251
94.2265 6.33333 3500
65.0699 16.827 6539
85.2779 12.1671 6749
96.8245 16.1669 3487
87.2983 11.6667 5250
66.5137 4.66671 6748
66.5137 3.66669 5222
65.0694 16.163 7240
94.2265 7.33333 3497
61.6062 13.1667 7747
79.7927 11.6667 5498
59.2968 15.1667 6747
61.0289 14.1667 7246
93.6491 12.3333 4747
68.2457 10.6667 8747
96.2472 8.83333 4497
80.0815 13.1666 4499
92.2058 12.8333 4498
87.0096 5.83333 5750
97.4015 17.1697 2750
87.2984 12.6667 5750
57.8534 14.6667 6248
47.1721 3.16731 6769
79.2154 11.3333 6747
88.1649 13.8326 4250
96.5359 4.66667 2997
97.9792 3.16643 2003
85.2776 10.8334 4499
98.2679 15.3333 3996
61.6062 13.8333 6496
90.1859 3.33474 4794
84.9889 10.6667 4247
89.0437 2.35872 3560
60.1628 14.6667 7496
59.8742 16.8333 5953
86.7209 10.6667 3998
95.9585 4.33333 2996
88.453 11.6667 5749
47.7498 2.83333 7780
80.6588 12.8332 4498
95.6699 7.83333 2747
86.4323 11.8334 4499
59.2968 13.8333 8247
86.4323 11.1667 4999
87.2987 13.3337 7246
93.0718 11.3333 6497
58.7195 17.1667 6311
89.0309 14.3325 4507
84.7003 11.1667 4748
80.6588 12.1666 4998
89.6103 15.3285 5025
87.0096 10.8333 4246
84.7004 11.8335 4749
96.2472 7.83333 3998
87.587 11.1667 4498
93.9433 16.8221 2802
90.1851 13.6666 5249
98.2679 3.33329 2997
90.1887 2.34181 5179
87.8757 12.3333 6247
93.9379 15.8326 3505
89.8965 14.1664 4751
91.0508 15.8327 2750
89.3191 13.8332 3748
89.6129 2.67796 5700
90.4733 16.1658 3007
88.1644 13.1666 4746
93.3606 16.166 2742
88.453 12.3333 3998
89.3191 13.1666 3498
91.0511 14.1665 4247
88.7417 12.8333 4499
91.3397 14.6666 2749
88.453 12.6667 5248
90.187 15.6626 4732
89.5967 17.6717 4168
89.0356 15.6573 4400
96.2472 8.16667 3246
90.1866 16.329 4248
90.4738 15.1662 2504
89.897 14.8321 4512
91.0511 14.8331 3748
51.8097 17.1468 6255
7.9143 2.17609 6169
52.3771 16.7881 4636
22.5116 18.5487 3698
89.2622 17.8278 6521
25.8365 0.810932 6876
80.9409 2.71376 4768
89.2754 17.1486 7969
93.0752 17.2936 2712
65.1541 19.7033 4866
54.8774 17.4407 10778
88.5443 18.3493 4673
22.6499 1.96583 4054
21.1703 4.1544 5506
56.6401 18.8941 6512
92.7851 17.1509 3010
91.6275 17.1558 3726
20.1729 19.7552 3892
30.3765 18.8199 6488
82.3888 2.8467 4946
81.2322 2.8565 5323
14.2556 4.18008 4637
13.709 3.21336 5078
52.649 15.6524 6479
53.7926 15.6564 7124
17.2067 3.84854 5595
77.1748 19.1696 5820
27.7781 0.881171 4437
71.7322 1.57718 3672
64.8035 19.2493 6527
55.2093 17.9889 7437
67.5194 18.525 4765
92.4989 17.6201 2044
28.7208 3.22473 5817
27.8639 2.72424 6828
29.2939 2.89766 6980
30.437 2.86083 6271
29.6907 1.34186 7458
28.9796 16.3377 7006
20.5674 3.8537 4371
81.5192 2.38685 5349
19.4535 4.21905 5916
29.8421 17.1665 6456
29.8555 15.8231 6692
30.4077 16.8232 6172
56.3118 18.3453 5412
13.3696 1.10121 1726
12.7312 18.8997 4487
79.2371 17.6303 6082
84.1264 17.1156 4376
78.4314 18.7745 5192
69.5604 18.8463 7401
28.7097 3.8554 5148
26.6727 3.34086 6189
27.2748 2.35833 8251
27.5509 3.84833 4998
62.7991 3.23639 6774
92.2052 16.823 3496
62.1635 0.834167 5345
61.1671 0.280495 7288
81.6569 1.29593 5418
53.8448 0.282714 3562
15.8039 18.7203 4505
49.8234 0.282432 4790
60.7662 2.78362 6897
87.3069 18.242 7113
19.8753 19.2253 6073
80.0897 15.808 4953
79.218 16.3216 5222
78.6323 17.3231 4558
92.3516 18.7263 4023
22.7319 2.53934 4125
58.7259 18.7791 4448
7.41212 18.7744 3860
22.2954 19.0737 4028
62.5317 3.42227 5737
81.8145 3.18007 3976
13.6776 3.84811 5366
53.2238 15.3185 6815
10.2624 1.7793 3466
67.6529 1.03814 8398
17.7697 4.16681 5360
84.1325 0.868978 3241
60.4561 3.85543 6669
72.5533 1.77981 3589
60.1909 2.38199 4583
59.5777 3.34951 6179
89.1889 19.1439 5081
60.1602 19.7212 4029
5.57175 3.17186 4554
4.94511 2.20609 1220
22.9222 17.8464 5177
51.1602 19.1262 6652
14.2761 16.7961 2445
20.8459 19.2775 4940
67.3101 19.0681 4861
16.1862 19.7268 6034
33.4028 18.7791 5859
15.1727 18.4933 3832
15.1444 19.7271 4555
17.598 18.8605 4805
57.1616 17.6124 4638
28.1719 0.258096 6306
83.176 18.0447 4396
11.7941 18.8042 3603
12.4701 1.08868 3677
61.1736 19.7189 5005
68.5745 1.84001 5157
35.0152 2.177 7027
81.831 0.245585 2972
51.7173 18.8153 5333
83.8482 17.5697 3660
10.6136 1.11403 2705
69.2052 0.232468 5897
33.8782 0.957375 6070
84.633 16.1657 3323
73.1204 17.7778 5149
51.7112 18.1128 7877
97.8333 19.7767 2968
98.0807 0.837229 2787
19.2212 3.51926 5935
75.9496 19.128 5412
79.0073 0.876444 4891
92.1667 19.7625 3590
55.8789 2.20836 5172
46.5014 1.78929 6077
47.1396 17.7856 4568
2.83333 0.236692 3035
2.16667 19.7633 2414
87.661 17.6924 4224
62.3143 1.05396 3805
24.7403 17.8015 3287
10.8307 2.20982 4440
11.3704 18.1007 2623
82.8542 18.1131 4752
91.5918 1.89563 3252
28.4832 1.5534 2887
66.7338 1.75333 6604
69.8719 0.232468 3446
36.8257 2.23054 5176
37.3973 18.1033 7782
21.1667 19.7672 3646
33.7959 0.233368 3584
65.6142 1.87818 6291
13.2151 1.83099 2275
12.8906 17.6131 1504
52.3626 17.772 5742
63.3595 18.0769 5164
39.6152 1.89963 5021
40.2057 17.7856 2791
25.3201 18.1102 4282
52.7329 18.3066 6415
66.1667 19.7694 2726
46.0841 19.1308 4657
11.8405 1.87379 2422
12.4842 17.8416 3210
29.0191 2.75843 7188
0.992514 4.32577 2217
0.755947 6.14686 1685
88.7933 2.23341 4315
58.2136 18.1222 3806
22.0956 3.7371 4738
83.2006 17.5583 4741
81.5183 16.5636 6885
53.3667 17.2229 4528
18.338 18.0781 4970
88.1629 19.7504 3158
78.8149 0.226767 4649
84.6469 1.90494 3675
94.9757 19.1379 2357
95.1886 0.223768 4756
20.4147 2.81311 4865
59.2662 17.7803 4320
29.2901 18.2436 4733
61.4156 1.65324 2863
24.1756 0.218809 5394
43.8333 0.227045 2877
59.8333 0.22681 3666
70.3006 18.0896 6485
34.3419 0.953488 5933
33.1615 19.7751 4969
68.1161 1.21759 3484
7.16667 19.7748 2265
76.178 19.7743 4350
7.38484 3.23222 3513
43.1667 19.7753 6008
78.1629 19.7756 2939
50.1758 19.7721 3251
0.806749 3.82468 2077
1.92456 5.64004 2525
26.8333 0.22362 2668
26.1615 19.7734 4209
50.6774 2.22127 4759
51.7401 1.91218 4810
97.1667 19.7767 1924
98.0807 19.1628 4485
97.8333 0.223291 1710
97.4346 1.22329 1847
31.8333 0.223006 2842
55.5369 16.5756 7271
45.1667 19.7774 3688
83.8333 0.222452 2488
90.166 19.7778 3043
90.8333 0.222299 2777
38.8334 0.224082 2813
38.1667 19.7778 5274
64.8341 0.224463 4052
6.2462 18.1049 2812
57.5701 17.8345 2918
4.88778 1.92516 644
76.5812 18.7625 4904
71.363 17.7786 4918
57.6288 2.2407 4996
44.7814 1.896 5491
95.8553 0.223768 2121
95.1887 19.7765 960
19.425 17.7734 4922
23.9324 0.850556 4683
64.4559 17.7627 5344
78.3811 1.22677 3369
95.6137 18.7734 2278
94.9742 0.865543 3521
61.9485 3.75956 4628
53.7391 16.6223 4581
24.8422 0.218809 2701
81.2794 17.6061 4815
61.652 1.06128 3531
55.423 17.2139 5949
33.3542 1.24528 5750
69.1253 0.956395 6781
24.2328 18.255 3720
14.0256 17.52 865
1.50341 3.33333 2165
1.50258 17.6667 2995
1.06204 17.3332 1923
1.50258 14.6667 2914
1.07821 14.3333 3143
1.50258 12.6667 1895
1.07821 12.3333 1894
88.5005 16.5544 4110
0.24232 0.908986 2510
0.752938 18.7546 1251
99.756 19.0893 2553
99.1935 1.2698 2969
22.1797 2.89692 4428
92.654 19.0781 1967
66.6524 19.1027 2287
53.1801 16.229 4174
21.6382 19.1041 3000
81.3445 0.937645 2352
5.82202 1.77303 1423
2.65403 19.0902 3126
3.30579 0.937348 2855
2.49753 1.47935 3223
2.98954 18.1843 1492
19.6854 3.51558 3651
12.815 1.60381 2318
12.4688 18.9111 2551
14.5858 2.79044 2905
17.5503 3.38463 4370
22.0087 18.1959 3570
84.1692 18.1418 3097
22.0549 1.90915 2175
67.0331 18.1833 3195
68.0777 0.227026 5170
35.2596 0.80683 5305
5.45145 2.23463 1695
34.8925 1.25014 5019
67.7113 0.769883 4376
81.2356 17.0183 5074
1.06302 3.6618 2273
1.21068 5.81107 2804
29.0255 1.88877 4209
2.65406 0.911808 2353
2.4948 18.5226 1881
81.8068 16.7133 6181
81.5084 1.49682 2839
92.5056 18.5171 1337
21.348 18.5427 3128
66.4917 18.5163 3591
21.7581 2.47832 4137
19.6188 18.4233 5043
80.9736 1.84739 3876
93.0401 18.1569 1844
13.2201 18.1587 1606
13.824 1.87034 1305
18.6642 3.80194 4724
29.5274 1.54265 4649
28.676 0.974241 4026
19.7507 19.0134 5648
13.836 18.0868 2379
1.25499 0.819741 2294
0.908986 19.7577 2553
0.752938 1.24539 2169
1.25978 19.1628 1934
82.0608 17.4435 6577
62.4777 1.6534 3691
56.1728 18.1265 3607
57.2138 18.3859 3899
71.8333 0.203253 3721
31.1688 19.7917 3417
20.2029 18.1428 5128
15.3333 2.77642 3195
17.3091 2.79144 4070
86.7759 15.5717 4000
54.6726 17.2308 7895
19.6977 2.85884 4440
29.323 0.972568 4002
76.8421 0.21768 2511
62.7828 2.3288 6181
52.3996 18.8839 4563
81.8829 19.7449 5098
16.9167 3.76536 5551
1.95355 4.33333 1860
0.243927 5.16023 1994
14.4967 3.42664 3979
12.8137 18.3872 2358
12.4851 2.15735 2479
1.94224 3.66667 1692
29.5895 2.42454 4907
1.07821 8.33333 1888
1.50258 8.66667 2119
1.07821 13.3333 2395
1.50258 13.6667 2395
1.50258 16.6667 955
1.07821 16.3333 1184
1.01148 1.66973 2924
1.94141 3.33333 2260
1.00591 6.64894 2449
1.92695 8.33333 2456
1.07821 8.66667 2365
1.07821 9.33333 2872
1.07821 9.66667 2828
1.07821 10.3333 3622
1.07821 10.6667 3631
1.07821 11.3333 3122
1.07821 11.6667 2828
1.92695 13.3333 1882
1.07821 13.6667 2330
1.92695 15.3333 3048
1.50258 15.6667 1458
1.92695 16.3333 1392
1.07821 16.6667 1595
2.00829 18.2924 2990
1.94085 2.33333 1438
1.04516 2.66651 3500
1.91998 7.32897 2947
1.05566 7.66585 2351
1.92695 9.33333 3454
1.50258 9.66667 3103
1.92695 10.3333 3670
1.50258 10.6667 2937
1.92695 11.3333 1446
1.50258 11.6667 2208
1.92695 12.3333 2585
1.07821 12.6667 2046
1.92695 14.3333 3243
1.07821 14.6667 1652
1.07821 15.3333 2144
1.07821 15.6667 1774
1.92695 17.3333 1600
1.06204 17.6665 2650
1.50258 2.66667 2368
1.04516 2.33318 2000
1.04869 7.32816 2939
1.49561 7.6623 3532
4.47109 18.2338 2748
3.83958 2.22809 3991
55.1906 0.863744 7741
48.1519 0.280776 6210
28.0901 17.8008 3921
70.2256 0.822489 7329
30.9055 19.1556 7518
31.5274 18.812 6591
75.4964 18.1056 5449
74.9171 2.22536 2455
61.3625 3.43954 5991
82.6066 17.1664 5248
33.1292 0.233368 4837
25.3048 18.8111 3764
49.5036 18.1241 6029
63.9055 0.880428 6802
79.5015 1.88692 4364
38.4972 1.24025 4336
13.4598 17.2068 2475
12.8853 2.38453 4058
22.9334 2.32985 6672
80.6736 1.00269 3221
18.1464 3.40519 3398
9.04125 17.7795 2907
8.4431 1.83039 3540
87.3346 1.1094 4865
41.6675 18.8815 5961
42.4336 1.17524 4752
29.8288 0.257259 2827
67.5912 18.9847 6545
34.5722 18.8283 7109
93.9572 2.21014 3311
94.5005 18.1196 1981
22.5939 18.9936 5110
8.57868 18.8249 4206
9.34713 1.09866 4580
80.8451 18.7477 3316
45.8333 19.7774 5290
3.49046 1.51516 3531
3.3057 19.0647 2294
93.3343 19.0065 2200
34.4312 1.85521 4076
67.9906 2.16195 5814
80.9622 16.2638 5193
61.8403 19.7189 9807
29.1621 0.257259 5324
19.2335 2.86252 4933
35.033 17.7951 5924
48.6566 18.8801 7312
68.5233 18.2376 9507
69.6505 1.2432 6334
78.1482 0.226767 6387
28.8386 0.258096 3508
84.4523 17.1955 3471
14.8005 19.1558 4968
75.3984 1.16763 3508
83.511 1.23532 4108
30.4265 18.1031 5772
27.606 18.825 3910
55.9277 17.5246 4725
24.6141 18.8798 5700
16.8529 19.7268 6102
32.7808 0.831129 6082
1.85079 19.1684 3734
2.16667 0.236692 3452
3.57214 18.9821 2575
4.30218 1.20418 4942
