# X-coordinate(cm) Y-coordinate(cm) Count
65.9363 14.6667 6498
66.8024 13.1667 4747
66.8024 12.1667 8249
88.453 5.66667 4746
89.8964 5.83333 2746
29.2746 8.83333 7249
36.4915 10.6667 8247
37.3575 11.1667 3250
43.997 8.33333 7249
49.1932 8.33333 4497
50.0592 8.83333 5748
53.5233 8.83333 6250
66.8024 11.1667 5499
69.4004 10.6667 6996
70.8438 8.83333 5748
72.8645 11.6667 6249
73.4419 8.33333 7747
77.1947 11.1667 4000
81.2361 8.83333 6496
82.1021 9.33333 5996
83.2568 10.6667 5247
83.8342 8.33333 3749
85.8549 10.1667 4996
92.7831 11.1667 5997
92.4944 9.33333 3749
95.3812 11.6667 4248
95.3812 10.6667 4499
96.8246 7.83333 5496
97.1132 9.66667 2249
98.8453 11.6667 3750
56.8293 19.7166 7567
99.7128 17.1642 2915
99.7113 10.1667 4582
45.7291 15.3333 6249
5.89194 14.6666 4499
92.4768 2.3019 3941
73.1532 6.16667 8000
73.4419 11.6667 7746
78.9259 15.8334 5018
85.2886 14.1809 5013
37.0688 7.66667 8999
44.863 14.1667 7249
79.5041 5.16667 6748
74.8853 13.1667 7749
91.6284 12.1667 5250
73.7306 13.8333 5748
58.7375 2.17636 8020
91.3395 15.6662 3254
22.3464 11.1667 4747
22.0577 8.33334 6747
81.2381 15.1632 5746
74.3079 5.16667 7249
40.2442 7.83333 7746
16.2842 10.6667 6997
19.8273 1.44941 5501
95.9585 11.6667 4499
65.9363 12.3333 7746
40.8216 8.83333 5246
47.4611 7.66667 10249
10.222 7.83333 3247
20.903 6.33379 6249
89.319 7.83333 3747
99.134 8.16667 2915
35.6465 17.9278 7830
93.9378 5.83333 4247
95.6699 13.8333 3749
55.8327 12.1667 7000
84.991 13.3361 4004
26.1031 17.3331 4508
86.1436 7.33333 6998
44.2761 17.8456 6826
24.6558 7.83333 7750
35.9141 7.33333 6000
31.2953 12.3333 4998
17.1502 8.16667 5498
16.5729 8.83333 5497
29.8519 12.1667 6000
67.091 13.3333 6000
97.4015 17.8361 2666
31.0066 7.83333 4749
17.4389 13.6667 4999
23.2124 12.3333 5496
32.1613 12.1667 7748
22.3464 11.8333 5500
22.6351 8.66667 4997
23.2124 8.33333 6497
92.7831 10.8333 5248
56.7318 2.62421 6301
49.1932 2.66667 7884
95.6699 12.8333 3250
54.678 8.83333 5746
87.587 4.83333 4250
92.4944 11.6667 7498
53.2346 6.33333 6997
36.4915 11.3333 4999
53.7891 2.26621 6760
66.225 14.8333 7254
90.7624 5.66667 3749
61.8949 10.3333 5249
56.9874 13.1667 6498
37.0688 8.66667 7497
67.6684 5.33334 7247
96.5359 15.3333 2998
46.0177 12.8333 7747
54.1007 5.83333 7248
35.0481 14.1667 4500
84.9889 4.33333 5518
65.359 13.6667 4997
25.5218 11.6667 6749
15.7069 10.6667 6497
56.6987 14.6667 6997
88.453 5.33333 4750
42.8423 3.33333 6026
64.208 3.3337 5291
58.4352 17.3291 6711
32.45 8.33333 7250
67.9571 7.16667 7500
94.8038 8.33333 4248
69.9778 13.6667 6496
65.359 6.33339 8998
89.6077 8.66667 3749
35.9141 11.6667 5748
68.5344 4.83333 8000
35.0481 7.16667 5000
56.6987 7.33333 8747
38.8009 7.33333 9750
55.2554 7.16667 7499
53.8141 2.64385 9946
40.5073 2.30725 7174
5.89206 16.3331 4026
57.2761 6.66667 9748
38.8009 6.33333 7749
56.9874 11.8333 7247
50.3479 3.66667 6214
35.3368 12.3333 7498
23.5011 6.16667 5999
44.863 14.8333 6496
48.3272 11.8333 5747
51.2139 7.16667 6250
41.3989 4.83351 8497
60.4515 6.83333 5499
38.8009 13.3333 5246
15.9955 9.16667 5998
26.6765 9.33333 7000
52.0799 10.6667 6748
52.946 11.1667 5999
58.1421 11.1667 7247
57.8534 9.33333 6999
91.0511 10.8333 5498
46.0088 18.1472 6127
84.6844 2.19405 4061
32.7387 4.83333 6998
28.6972 8.83333 7247
38.2235 4.33333 6749
54.0995 2.17628 8313
74.8853 9.16667 6748
68.8264 2.67236 6263
74.5966 15.3333 5499
91.0511 3.83333 3003
96.5359 16.3333 2991
54.9667 10.3333 3996
65.359 2.66672 8486
50.3479 12.3333 5997
84.4115 6.33333 4749
34.1819 15.3336 6995
46.8838 11.3333 6246
20.6688 1.15447 5604
32.4501 4.66678 7746
28.1199 5.83335 5250
99.1503 18.1384 3025
99.134 11.1667 4498
43.4197 4.33333 6248
58.4308 14.3333 6248
15.1295 13.6667 6999
32.45 6.33333 7499
74.3079 6.16667 7000
81.5254 14.3322 5998
61.3176 7.33339 4747
97.9792 16.1669 3249
64.7818 3.33361 7251
70.2665 16.1667 5500
75.1739 8.33333 8250
75.7513 13.6667 6750
70.5551 13.3333 5497
48.0386 15.3331 6248
90.4738 13.8332 5249
11.3767 6.16669 4748
46.5952 16.1665 9508
84.4125 13.3348 4750
55.2651 2.83367 5582
94.8038 5.33333 4250
80.0814 14.1666 7007
76.6173 8.16667 4750
67.6684 6.66667 7997
9.93719 3.31563 3744
78.6374 2.66771 5519
10.5112 3.66571 4752
58.7195 14.1667 6750
65.6477 4.16676 8999
92.2058 10.8333 4250
59.8309 17.9412 7488
85.5662 5.66667 4749
94.5152 13.1667 5000
58.7195 16.1667 6458
85.2776 9.16667 3999
87.587 6.83333 7496
90.7624 8.66667 3497
71.1325 11.3333 7749
76.0403 3.83393 6251
81.5248 6.66667 4750
46.5952 16.8332 8320
48.6159 15.6665 7248
97.1132 11.3333 4000
70.8438 13.1667 6249
47.1726 15.8332 8496
67.6684 6.33334 8999
65.6477 4.83345 7748
93.359 2.83596 4134
97.1132 14.3333 3000
76.0399 16.1666 4751
96.5359 3.33333 3743
52.9394 3.16002 6957
98.8453 15.6667 4497
92.7831 8.16667 4250
46.8795 17.6592 6942
93.9378 10.8333 6499
63.9128 16.8268 5209
85.2776 7.83333 5750
70.2665 5.16667 6747
69.6891 15.8333 4500
48.3272 13.8333 9498
98.2679 12.3333 2750
67.6684 4.66667 4983
84.1229 7.16667 5249
78.638 12.3333 7748
93.0718 12.3333 4998
66.5104 3.32266 6532
79.7926 3.66684 4045
49.7705 13.6667 9746
74.0191 15.3331 3746
95.0925 7.16667 2497
98.8453 3.66663 2500
84.1229 7.83333 2499
69.6891 16.8333 3952
63.9156 8.16667 8998
52.9446 3.83457 5768
70.2665 11.8333 6500
87.2983 8.33333 6498
50.9252 3.66667 7249
84.7002 7.16667 3998
73.7306 14.8333 7250
92.2058 7.83333 1748
77.1928 16.1669 5744
92.7831 8.83333 4998
92.2058 15.1667 2249
91.3389 2.67327 2064
95.6699 9.16667 3499
70.2665 12.1667 5750
80.3686 3.33998 6466
85.2776 5.83333 3997
85.8549 8.16667 6749
69.6891 13.1667 6000
51.7913 4.16667 9259
92.2058 7.16667 2750
53.1767 2.23289 9683
82.6795 7.33333 5500
97.1132 13.6667 3250
76.6173 15.8333 6002
97.6906 7.33333 4247
74.5965 15.6664 3497
80.946 3.67332 5027
79.5041 13.8333 5750
98.5566 14.8333 4248
51.7899 3.83457 8230
70.8438 13.8333 5250
98.5566 5.83333 4000
51.5026 4.33333 8253
91.3397 7.66667 2750
69.1118 17.1667 7515
92.7831 14.8333 3499
69.1118 5.16667 7748
94.5153 16.8326 3526
99.134 6.83333 3747
84.4115 5.66667 4247
71.4212 14.1667 7496
75.1739 15.6666 5497
96.2472 7.16667 3498
94.8038 9.66667 6249
63.9143 16.1633 8041
67.9571 6.16667 8748
82.6796 4.66725 4745
98.2679 4.66663 2249
79.4969 2.84577 4441
87.0096 9.16667 5250
72.8645 15.3333 6998
79.5041 12.1667 5750
79.2141 3.33559 4757
68.5344 5.83333 9250
98.3047 1.64413 4710
96.8245 3.16643 3494
97.6906 6.66667 4000
77.4824 15.3335 4998
69.6891 4.83333 5997
98.5566 5.16667 3249
98.8453 4.33329 2749
93.6491 8.66667 4749
98.2679 6.66667 4000
87.8756 8.66667 4248
98.5605 2.17297 3255
72.2872 14.3333 7996
83.8342 5.33333 5497
99.1503 1.86158 4939
99.134 4.83333 2998
91.9171 7.33333 4250
80.3567 2.69401 5511
74.5962 16.3327 6500
85.8549 8.83333 5250
86.4323 8.16667 3247
72.8645 14.6667 7497
97.1132 6.66667 2497
98.5605 17.827 2963
98.8946 18.6672 4802
98.5581 2.8358 3500
98.8453 16.3333 3500
73.1532 15.1667 6250
91.9171 13.6667 4998
83.2569 4.33392 4251
97.1132 7.33333 4500
52.3673 4.1679 5994
75.1737 16.3329 5503
98.2679 16.6667 2501
86.4323 8.83333 5248
59.2968 16.8333 7523
93.6491 9.33333 4000
96.5359 6.33333 2500
59.8742 17.1667 6892
89.6111 16.6579 4256
94.2265 8.66667 3748
98.5581 17.1642 2000
98.5566 7.16667 3250
83.8342 4.66667 5750
99.1354 16.8309 1999
95.6699 6.83333 1748
78.05 16.3339 4238
82.9682 4.83333 4500
94.2265 9.33333 5247
78.0581 15.6669 4500
78.3388 16.1671 4290
83.2569 3.66725 4749
82.6786 3.33742 5003
81.319 17.9224 2539
4.85866 0.332904 3747
4.19199 0.332904 4586
60.75 0.914768 6228
30.3988 17.8161 7501
51.2539 1.23669 7184
30.4113 2.19702 7094
81.0249 18.0043 2136
85.4095 1.16783 3940
52.4549 1.15241 6344
96.8421 0.816044 1910
97.4346 18.7767 3170
87.3506 17.7025 4526
31.2587 17.6692 7928
82.3672 2.18121 4537
54.9763 16.2446 7155
53.7751 16.3612 6461
91.6467 17.8253 2742
80.4134 17.5017 5394
61.3932 1.94402 4688
43.1133 17.8293 5433
43.6664 18.1685 5722
29.2636 16.8405 7718
31.538 1.22385 6385
86.6588 17.6776 4593
86.6678 18.8387 6861
82.1401 18.0761 5629
25.8522 19.1274 5492
94.7661 1.66118 4478
95.3184 18.6775 3576
88.7705 18.0956 5076
28.1567 2.89774 4288
14.0948 17.9846 4689
5.52116 18.8458 3302
23.7419 1.65481 6251
86.3191 17.1048 7610
79.8169 17.2399 4904
31.5412 18.1932 6261
15.997 4.1547 6273
86.3354 18.2608 5452
71.4586 1.76282 4964
87.1823 16.8093 5718
45.4597 18.7684 4987
1.46064 6.31315 1954
1.20146 5.11969 1955
40.3726 1.12703 7339
58.2418 18.7963 4131
15.4037 3.84493 7955
28.2052 1.9534 6119
63.318 1.23252 7020
95.0858 1.84187 3655
95.659 2.16824 4448
95.659 17.8318 3377
96.2339 18.1819 3949
52.6658 17.2277 4823
4.36038 1.90594 4495
72.4844 18.2124 3966
56.5027 1.78944 5344
46.7432 1.12829 4823
4.21528 18.9093 3234
27.519 18.1259 3581
50.8425 19.7721 6267
70.7565 18.7657 4019
75.4867 1.87857 3856
79.534 17.7678 5520
11.3243 18.7825 3872
11.3697 1.89085 3479
91.6468 1.18476 2861
49.4069 18.8236 6429
37.3465 18.8148 5938
37.3938 1.88113 3743
85.0773 17.4987 2917
65.6599 1.18089 6727
61.1187 2.03716 5361
60.7526 3.39273 6285
63.3193 18.7941 6004
8.47453 18.1226 3315
8.69579 1.12361 3968
24.0709 1.83876 4799
24.6446 2.16362 6381
5.90223 1.50993 3157
39.6249 18.105 3809
20.802 3.38707 4052
89.3681 1.90013 3336
58.2319 1.19953 6679
11.8402 18.1224 3677
11.7963 1.1908 3971
84.6615 16.7857 4554
80.3915 17.2078 4193
28.4551 2.43144 5763
13.4584 2.79297 3113
18.3108 18.781 4675
45.4983 1.1555 4539
34.4692 18.1247 6106
28.6667 18.2469 5795
68.2514 18.9097 8585
89.8725 0.858972 2883
90.4886 18.778 3860
58.6977 18.1051 5010
5.49721 1.14656 3075
29.8641 17.7939 4732
29.2745 16.1602 8542
70.2786 18.7659 5857
0.734754 4.81932 2648
1.95921 6.63996 2746
5.2436 0.921871 4627
53.8801 0.840974 5597
48.7827 1.34309 4803
42.4342 18.827 6196
47.7011 1.76936 7118
44.8578 18.1738 6270
85.6708 15.6735 5472
74.6544 18.875 5067
88.3801 17.7145 3402
60.6318 1.21075 7676
85.6943 16.5224 4724
23.3739 1.21719 6423
56.5687 17.2044 5010
46.1254 19.6767 6272
10.2605 18.2052 2836
7.34347 1.19299 3658
92.7312 1.78804 4278
81.249 18.753 3453
6.70849 1.83901 3872
72.2859 2.62029 4182
90.1947 1.68573 5419
89.5561 18.7305 4900
36.2606 18.2119 6483
36.6203 1.13517 5483
40.1437 0.897893 6266
27.0845 19.1392 5236
26.444 1.21984 6148
98.7904 0.306969 2782
98.1237 19.693 2202
38.7968 18.3152 4587
63.2024 0.327982 9006
23.8784 0.315873 5515
7.17095 2.11174 4682
62.2533 18.2193 7140
93.6409 18.9132 3473
94.4509 1.18525 3903
75.2191 19.6769 4837
40.3892 18.8644 3796
40.7506 1.79209 6521
15.6736 18.3763 5148
80.8409 19.224 5176
56.269 17.1035 5699
65.4047 1.30271 8681
37.9368 18.147 6882
38.2126 1.68284 4458
94.8928 0.320887 4194
94.2268 19.6807 2658
80.3562 1.09728 4237
88.6075 1.13802 3373
79.7629 0.324838 5662
91.1223 18.8874 4684
91.0524 1.85184 3129
29.8683 19.1046 7538
50.5689 18.7584 5689
17.2293 18.2299 5296
14.7897 17.9055 7218
85.7769 1.79991 4213
24.4355 17.7432 4226
83.2262 1.68188 4982
59.4332 18.8534 4625
79.0867 19.1471 3978
67.0526 2.19778 8363
69.1941 18.2026 6422
10.5166 2.65463 6877
23.5553 18.2874 7212
88.7313 18.6924 5197
8.07533 19.1414 3199
46.792 19.6767 9244
30.9057 1.12008 9284
28.3966 17.3476 8779
82.2887 18.2851 7087
82.2275 19.1522 3329
42.9334 0.860745 5026
74.8858 19.0995 6515
23.2117 0.315873 9179
5.13394 18.1994 3225
69.1151 19.1153 7883
7.64771 18.3318 4001
15.6634 17.7462 6682
7.9303 1.58431 5523
7.77377 1.91128 7214
49.7224 1.51039 7003
52.8942 0.879055 7825
93.9071 19.134 5325
94.2261 0.320887 5743
33.6421 18.3354 7264
64.454 18.9986 4978
71.4614 18.8471 4593
23.8592 17.4287 7582
45.9276 0.895166 6908
56.6764 1.5423 5610
72.2302 19.1051 6497
65.1129 18.8591 8364
45.8971 1.80342 4215
42.9829 1.13399 7422
43.0993 18.1625 5483
60.3163 1.31767 8164
57.5037 1.15537 4903
5.08524 19.1136 2980
80.0873 0.881052 5909
6.36325 2.51153 5032
85.8603 0.902194 7441
78.6832 18.3199 5368
67.665 2.65597 6373
87.8259 0.871441 2549
59.4208 1.22835 6095
40.8333 0.866025 8830
41.2137 18.4724 7285
43.6016 18.7764 5503
60.2255 18.4958 6008
35.8287 0.871037 4823
36.1259 18.4674 5326
50.0436 18.1598 8648
92.8677 1.53254 5021
10.146 19.1144 3887
9.94831 2.22411 6332
48.1852 18.4727 10176
17.168 19.1385 5205
73.8333 0.866025 6227
74.175 19.1311 7292
52.8399 1.7929 8061
50.5383 1.15076 6090
62.1691 19.138 8422
75.9381 1.11971 4772
27.3658 1.29816 10370
27.0657 18.859 5564
34.0661 19.1416 4576
47.8198 0.8692 8784
54.8633 1.49565 7380
28.9732 17.7937 8658
88.1146 18.5649 8386
47.358 18.8749 6275
55.6376 1.12922 4478
54.2459 1.33253 6855
6.17797 2.74233 3973
30.8867 0.842661 6930
79.5608 18.0847 4918
48.1553 1.50991 5402
85.1766 0.936781 3753
63.869 0.327982 8369
39.8104 0.320543 3389
75.9213 0.840073 5481
73.3766 18.8757 3867
81.8373 18.5893 3670
63.8761 18.0798 5906
32.4691 1.26116 10623
31.2269 18.7023 8618
72.3594 1.2225 4651
27.6817 1.17075 7322
84.8162 0.323263 4114
73.7112 1.77845 3977
30.3875 1.88473 7663
96.822 18.1834 3519
96.8094 1.09275 3786
25.1787 19.677 6583
67.3781 1.70376 7271
51.1589 19.677 5743
30.2017 19.682 7157
74.6525 1.12259 3575
74.3284 18.2135 5855
87.6728 17.2049 4244
82.3433 1.86318 5808
25.8085 1.08542 9062
61.8055 18.4885 7822
15.8111 19.7271 6696
60.8273 19.1613 6681
49.132 0.84564 5815
54.1905 0.275546 6432
91.6696 18.1481 4352
76.8976 18.3255 6302
98.6701 19.142 1474
99.0893 0.244017 3618
48.3418 18.2188 7160
28.4977 1.81071 6337
18.8403 18.0693 5889
18.2217 2.87344 4108
89.3102 18.8644 3642
71.1423 3.31623 6253
16.7992 18.5079 2926
5.85914 0.294484 3860
31.2519 18.3439 8239
70.8392 1.06847 5180
32.1675 18.9211 7385
32.1417 17.186 6215
77.181 1.83065 5681
9.33669 18.8809 3144
60.8322 18.6595 7497
71.7361 2.23214 5783
93.6654 1.12082 5038
82.8771 0.837479 3103
44.772 1.19954 5594
77.775 1.09357 4840
77.7899 18.1741 6628
4.82959 1.22339 2131
71.4711 1.16015 2127
58.216 1.89632 6003
35.6125 1.74888 6740
25.22 1.81375 7599
9.05769 2.20142 3988
7.07748 18.6776 5258
61.3761 2.83043 7321
60.1661 3.68187 7627
35.3343 18.8844 5537
96.2212 18.9057 3236
96.2339 1.81813 3803
70.7785 18.0894 5408
49.1208 1.34474 3635
53.2793 1.51954 6604
14.3341 2.89583 4884
33.0426 1.67531 6885
32.7524 18.2072 6420
70.5387 1.25669 6701
46.6087 18.8057 5431
90.4885 1.23288 1928
91.1271 19.1651 4223
24.8453 19.0996 6042
58.4707 1.66465 6458
43.9383 1.32316 6040
6.24738 18.8023 2394
44.2387 18.8978 5195
41.6669 1.11889 5712
41.3811 18.2199 6446
63.8359 18.797 5815
65.9934 18.6557 8195
52.8148 18.0006 6993
29.6398 18.8786 5220
37.8831 0.860027 4592
38.5058 18.7666 5540
54.3731 15.657 8668
79.8036 16.6187 5745
21.3849 2.8321 6040
62.1708 2.15869 5324
87.6175 1.77167 2874
64.5075 1.2406 6022
51.7396 1.23816 5849
61.925 2.64414 4604
80.3782 16.5866 5891
51.2545 1.91072 5104
51.8255 19.677 8280
18.5278 2.81082 3791
61.9088 2.08242 4284
76.5879 1.82774 4157
6.21167 0.912678 3823
86.6679 1.1094 4592
20.7581 18.5164 5510
71.1629 2.60632 3990
20.3942 19.0536 5952
2.01099 1.70759 2013
1.51832 18.7384 4494
1.51353 1.24409 1156
1.01148 18.3303 3058
71.7374 2.61185 5991
27.5593 3.19797 5757
32.1478 17.878 5890
31.5662 16.8495 9106
77.1925 2.16644 5247
39.1237 19.1414 5072
16.1835 19.1806 4609
61.179 18.6573 6282
18.8131 18.7722 6854
42.5431 1.88123 4008
57.5648 14.1667 7750
85.2717 3.17675 5608
64.493 7.83334 8749
48.9045 6.83333 6500
49.1932 13.3333 10496
98.2679 13.6667 2250
11.9541 8.16667 4248
98.5566 14.1667 3246
49.1932 13.6667 9248
91.3397 8.33333 3748
74.5966 14.6667 6499
69.4004 16.6667 3998
68.5344 4.16667 6982
96.8246 12.8333 3998
83.2568 7.66667 5997
72.8651 3.6657 4443
68.2457 12.6667 4750
47.4612 15.6665 7499
64.4932 4.16715 11004
34.7603 17.3335 6532
84.4115 4.33333 4999
83.8342 10.6667 3498
66.225 6.83335 8499
69.4004 13.3333 6998
93.3434 2.07229 4784
67.0877 3.65598 5580
50.3479 4.33333 7250
46.3061 4.33394 9245
84.7002 8.83333 2749
67.3797 12.8333 7750
20.0361 16.1656 5772
64.187 17.6238 6020
34.1965 17.663 5779
49.1932 3.66667 7247
19.4588 15.8323 5493
90.4737 12.8333 4750
92.4943 3.66692 5006
73.7306 3.83333 4469
95.9585 13.6667 3499
70.5551 11.6667 5748
91.6284 11.1667 5750
45.4397 16.8321 7461
54.9808 2.61005 8163
12.5314 7.83334 4997
97.4019 11.1667 2999
49.1932 4.33333 9249
89.0508 16.2976 5375
75.1739 7.33333 5997
64.7817 2.33338 6856
65.6477 6.16673 7747
75.7514 4.66685 3997
81.8129 15.7992 4842
14.2635 9.16667 6997
33.0274 11.6667 6996
10.7994 5.83337 5497
55.8327 7.16667 8750
20.0257 16.82 6463
70.2665 12.8333 5248
76.906 8.66667 6500
31.8727 13.6666 6248
45.4387 17.8264 5152
82.1021 6.66667 5999
48.0385 12.3333 7997
81.5248 6.33333 4249
88.1643 8.83333 5248
94.5153 16.166 3758
63.0494 16.333 6023
73.7306 3.16667 4086
85.5373 2.30964 6841
79.5041 13.1666 5249
11.3767 8.83333 3999
65.9363 13.3333 4999
48.0385 8.33333 8996
80.9477 13.6662 6997
73.1532 13.1667 6997
76.6154 3.16688 6513
76.0414 3.16913 7245
92.7831 6.83333 2749
74.0177 16.664 4958
97.4019 14.1667 2249
72.2872 9.66667 5749
83.2568 7.33333 4749
20.6135 16.1651 5723
84.1694 18.6136 4671
78.6379 3.66684 4250
33.0274 12.3333 6250
63.0487 16.6647 7210
55.8425 3.167 5487
68.8231 13.6667 6499
80.9482 14.6653 4764
58.4308 8.33333 8749
38.2235 2.33333 5138
77.4833 8.33333 7000
68.8231 11.6667 7998
84.9914 13.6701 3992
71.7098 9.33333 4750
69.1118 8.83333 7500
91.9171 6.66667 5248
67.6684 14.6667 4997
68.2457 13.3333 5997
82.3882 16.1361 4456
91.9171 8.66667 2747
66.8024 8.16667 7497
97.6906 13.3333 1248
34.7593 16.3336 7751
84.8341 18.5964 4235
48.3272 13.1667 8496
76.3286 8.33333 5999
88.7417 5.83333 6250
62.7609 16.8333 5166
49.4819 7.16667 6997
55.2554 6.83333 8249
67.9571 16.1667 6761
91.9171 14.3333 4749
67.3797 11.1667 5246
72.2872 7.33333 8498
75.7513 8.66667 5998
87.0096 7.16667 7246
57.5648 3.83333 8512
45.1478 17.67 7024
65.0703 12.1667 5499
14.5522 7.33333 3000
97.1132 10.6667 4247
90.7624 9.33333 2748
71.1325 10.6667 6746
14.5522 8.33333 5998
67.6684 8.66667 6750
69.9778 14.3333 6997
84.9889 4.66667 4249
84.6944 2.84342 5658
85.5662 6.33333 5247
56.9874 13.8333 6500
63.3383 8.16667 6750
97.9793 12.1667 3496
13.1088 8.83333 5748
77.772 11.1667 4998
58.1421 7.83333 6247
32.1614 13.1667 6998
72.2878 3.33237 5340
46.8838 14.3333 5247
46.017 17.1654 7764
34.7603 16.6668 5995
41.6877 15.6665 8497
49.7705 3.33333 5675
56.4101 5.16667 7000
74.8853 5.83333 8248
13.6861 8.16667 5497
9.35767 2.65831 5626
64.793 1.6828 7635
59.2968 15.8333 5500
48.6158 15.3333 7248
13.1088 8.16667 6749
14.8408 6.83339 4748
68.5344 2.83333 7492
76.3286 13.3333 5746
58.1421 13.8333 8497
72.8645 7.66667 9498
74.3079 6.83333 6247
78.0607 7.66667 4747
84.123 12.1669 7498
87.2989 14.3334 6331
93.6491 12.6667 5747
46.8838 13.6667 5500
83.2563 2.66842 4776
73.4419 12.3333 7749
14.5522 7.66667 4498
13.6861 8.83333 4247
87.2989 13.6668 5781
65.9363 8.33334 7747
15.1295 6.66675 4496
41.9763 13.1667 5750
37.3575 4.83333 7000
32.45 11.3333 8249
48.3272 12.1667 7747
96.5359 11.6667 5500
10.5112 4.3324 4230
32.45 13.3333 7498
77.1947 7.83333 4498
90.1859 18.3373 4194
65.3596 16.6625 6510
65.0703 11.8333 4250
88.7417 9.16667 4499
20.6143 15.8331 4994
48.6158 8.66667 7000
51.7913 11.1667 7750
39.9557 16.333 7749
44.5602 2.67082 6824
65.6477 3.16673 7753
22.3468 15.1671 4998
61.3205 16.6752 7720
71.1325 7.33333 6248
15.7069 6.33347 3497
84.1233 12.8339 4248
67.091 14.3333 5499
67.091 6.33334 6749
34.1821 11.6667 6000
32.1613 12.8333 8500
50.3479 11.3333 8499
93.0718 9.66667 4249
57.8534 8.66667 9246
76.3286 11.3333 4249
36.7848 3.1747 6722
94.5152 13.8333 3246
43.997 11.6667 6750
47.4611 13.6667 6498
69.6891 9.16667 5499
42.8423 11.3333 7999
39.0899 16.8324 7009
91.0717 18.1663 4928
99.7113 5.16667 6164
99.7113 12.1667 4247
71.9985 11.1667 6998
55.544 10.6667 4748
53.812 6.66667 7500
91.6284 14.8332 3752
19.1703 5.66825 4567
10.5108 4.66662 6750
74.3079 12.8333 7748
58.1421 7.16667 6750
76.0391 2.83535 6988
24.9707 17.3441 6835
17.7276 7.16698 5747
33.6047 11.6667 4997
69.4004 11.3333 7248
38.5131 17.1635 6281
67.6684 7.33334 8749
56.6987 12.6667 8750
46.0084 17.8171 6946
10.5108 5.33327 3995
44.5744 10.3333 9250
71.7098 7.66667 8749
67.6684 4.33334 5949
14.2635 7.16673 4498
76.906 14.6667 5750
46.0177 13.8333 7500
99.134 9.16667 4499
47.4611 12.6667 6000
19.1708 6.33392 3996
30.718 12.3333 4497
82.1021 7.66667 4998
51.2139 7.83333 7249
77.4833 5.33333 7497
33.6047 11.3333 6500
52.0597 16.6285 5647
61.3205 17.3419 6951
19.1673 17.648 5691
66.5053 2.65244 7303
98.3047 18.3559 7483
96.5359 10.3333 4497
76.6173 4.83333 4750
27.8312 7.33335 5747
69.4004 12.3333 7748
49.7705 4.66667 9999
97.9793 11.8333 2499
98.2679 5.33333 3496
22.3474 15.8346 3246
55.8327 4.83333 7497
63.6431 2.67503 6223
66.5137 6.66668 6497
41.9762 3.83566 7243
25.5505 17.6528 6672
39.6669 11.1667 8497
65.359 7.33334 7749
52.946 4.83333 5745
67.091 15.3332 6502
65.359 10.3333 5748
55.544 13.3333 5250
98.5566 8.83333 2999
76.906 9.33333 7248
74.3079 8.83333 7500
63.9156 8.83333 9999
43.4197 11.6667 9000
51.7913 12.8333 9000
75.1739 13.3333 6749
34.4707 13.8333 6748
95.9585 12.3333 3499
95.9585 14.3333 2998
34.7593 15.6669 6750
93.6491 6.66667 3248
43.4197 3.66667 6749
54.678 3.16444 8191
95.3832 17.6632 1992
55.544 12.6667 5497
94.5205 17.1568 2699
31.2953 12.6666 3748
37.6462 2.66667 6448
19.171 17.3333 6543
82.1021 8.66667 5996
24.3671 14.3334 4247
27.2539 7.66667 6998
41.6877 16.3331 7502
54.1007 9.16667 7499
47.4611 8.66667 7749
81.5248 7.33333 5997
79.5041 6.16667 7496
35.3368 10.6667 7000
52.3686 5.16667 6250
19.1692 16.6646 4507
19.7481 6.33383 4747
96.8246 12.1667 3998
18.5928 5.33493 5544
79.2076 2.3469 4429
75.1739 6.66667 4996
21.1916 14.8331 5247
62.7609 7.83334 6749
52.6573 9.33333 6499
45.1517 10.6667 7248
39.9556 15.6666 7499
58.7195 4.83333 8503
63.3384 6.16692 5997
34.4707 2.83333 6473
55.2554 11.8333 5500
37.0781 2.34941 7435
54.678 3.8311 6878
41.1093 3.66954 5465
99.134 11.8333 4248
70.5551 14.6667 5750
63.3383 8.83333 5997
35.6254 8.83333 5747
91.9153 16.3303 4493
87.8756 5.33333 6500
19.7476 5.66816 3498
21.7696 15.834 5754
37.0689 15.6664 6770
11.3767 6.83334 4499
15.4182 8.83333 6497
55.8327 10.8333 5248
43.4197 12.3333 8000
61.0289 10.8333 7247
37.6462 4.66667 8500
94.515 3.83355 3000
95.9585 10.6667 5748
77.4833 14.3333 8000
49.7705 10.3333 8248
52.6573 8.66667 8996
45.4404 15.1667 6998
53.518 3.15655 5442
90.4737 3.16667 3018
22.928 16.1721 5681
21.1899 16.1634 5246
38.8009 7.66667 10000
66.5137 15.6666 7244
54.1053 2.81223 7326
45.4404 10.8333 8247
8.77864 16.6653 4758
67.6684 9.33333 8749
54.6804 2.8239 9530
97.6906 12.6667 2997
78.6344 1.67293 4445
65.9363 12.6667 6996
21.8062 1.39954 6622
97.6906 8.33333 2750
65.0703 11.1667 5247
46.8838 10.6667 7500
46.0177 11.1667 6996
67.3797 11.8333 6998
40.8216 8.16667 5499
43.997 11.3333 8248
81.5248 5.66667 6748
91.6284 11.8333 4998
68.5344 16.8333 6223
56.1214 13.3333 6996
86.4323 12.8334 5503
35.6254 17.1667 6325
43.9829 2.33749 6893
90.7615 2.33994 2513
35.6254 8.16667 6496
39.6669 11.8333 6999
